Episode,Reward,Lines Cleared
2042,0,0
2043,185,4
2044,165,4
2045,-1,0
2046,83,2
2047,0,0
2048,40,1
2049,-1,0
2050,0,0
2051,41,1
2052,-2,0
2053,345,4
2054,-1,0
2055,0,0
2056,-1,0
2057,-2,0
2058,41,1
2059,-1,0
2060,82,2
2061,83,2
2062,81,2
2063,248,6
2064,0,0
2065,144,3
2066,83,2
2067,0,0
2068,123,3
2069,82,2
2070,41,1
2071,0,0
2072,41,1
2073,123,3
2074,0,0
2075,-1,0
2076,82,2
2077,124,3
2078,165,4
2079,-1,0
2080,0,0
2081,-1,0
2082,184,4
2083,0,0
2084,123,3
2085,42,1
2086,123,3
2087,82,2
2088,42,1
2089,0,0
2090,42,1
2091,103,2
2092,41,1
2093,40,1
2094,165,4
2095,-1,0
2096,185,4
2097,-2,0
2098,41,1
2099,40,1
2100,41,1
2101,165,4
2102,82,2
2103,41,1
2104,41,1
2105,41,1
2106,-1,0
2107,102,2
2108,42,1
2109,40,1
2110,124,3
2111,0,0
2112,82,2
2113,40,1
2114,103,2
2115,-1,0
2116,1,0
2117,-1,0
2118,-1,0
2119,41,1
2120,103,2
2121,41,1
2122,83,2
2123,41,1
2124,41,1
2125,-1,0
2126,-1,0
2127,41,1
2128,41,1
2129,0,0
2130,166,4
2131,-1,0
2132,-2,0
2133,0,0
2134,248,6
2135,143,3
2136,83,2
2137,-1,0
2138,102,2
2139,43,1
2140,41,1
2141,40,1
2142,0,0
2143,40,1
2144,102,2
2145,41,1
2146,0,0
2147,206,5
2148,41,1
2149,0,0
2150,41,1
2151,428,6
2152,-1,0
2153,0,0
2154,-1,0
2155,185,4
2156,144,3
2157,-1,0
2158,41,1
2159,0,0
2160,41,1
2161,0,0
2162,41,1
2163,0,0
2164,102,2
2165,-1,0
2166,-2,0
2167,0,0
2168,-1,0
2169,0,0
2170,123,3
2171,41,1
2172,40,1
2173,41,1
2174,225,5
2175,0,0
2176,41,1
2177,0,0
2178,82,2
2179,41,1
2180,40,1
2181,123,3
2182,124,3
2183,102,2
2184,82,2
2185,41,1
2186,144,3
2187,-1,0
2188,40,1
2189,0,0
2190,-1,0
2191,267,6
2192,103,2
2193,0,0
2194,41,1
2195,143,3
2196,165,4
2197,308,7
2198,-1,0
2199,82,2
2200,41,1
2201,-1,0
2202,41,1
2203,0,0
2204,-1,0
2205,0,0
2206,0,0
2207,0,0
2208,144,3
2209,41,1
2210,0,0
2211,-1,0
2212,-1,0
2213,0,0
2214,41,1
2215,83,2
2216,227,5
2217,-1,0
2218,-2,0
2219,41,1
2220,-1,0
2221,82,2
2222,350,8
2223,124,3
2224,82,2
2225,247,5
2226,41,1
2227,0,0
2228,0,0
2229,41,1
2230,41,1
2231,82,2
2232,0,0
2233,-1,0
2234,385,5
2235,82,2
2236,101,2
2237,571,9
2238,42,1
2239,0,0
2240,144,3
2241,165,4
2242,123,3
2243,124,3
2244,-1,0
2245,41,1
2246,0,0
2247,41,1
2248,124,3
2249,82,2
2250,0,0
2251,-2,0
2252,-1,0
2253,124,3
2254,185,4
2255,-1,0
2256,82,2
2257,41,1
2258,-2,0
2259,-2,0
2260,144,3
2261,-1,0
2262,-1,0
2263,-1,0
2264,82,2
2265,40,1
2266,-1,0
2267,0,0
2268,41,1
2269,-1,0
2270,41,1
2271,103,2
2272,0,0
2273,41,1
2274,81,2
2275,-1,0
2276,83,2
2277,41,1
2278,41,1
2279,143,3
2280,124,3
2281,0,0
2282,82,2
2283,144,3
2284,82,2
2285,-1,0
2286,40,1
2287,123,3
2288,82,2
2289,143,3
2290,83,2
2291,164,4
2292,82,2
2293,40,1
2294,41,1
2295,40,1
2296,-2,0
2297,124,3
2298,-1,0
2299,-2,0
2300,41,1
2301,82,2
2302,83,2
2303,-1,0
2304,144,3
2305,82,2
2306,0,0
2307,41,1
2308,0,0
2309,-1,0
2310,42,1
2311,41,1
2312,0,0
2313,226,5
2314,82,2
2315,0,0
2316,-1,0
2317,41,1
2318,42,1
2319,0,0
2320,41,1
2321,83,2
2322,124,3
2323,0,0
2324,143,3
2325,0,0
2326,82,2
2327,40,1
2328,82,2
2329,41,1
2330,370,8
2331,164,4
2332,41,1
2333,83,2
2334,-2,0
2335,226,5
2336,0,0
2337,41,1
2338,42,1
2339,83,2
2340,41,1
2341,40,1
2342,124,3
2343,81,2
2344,41,1
2345,224,5
2346,41,1
2347,0,0
2348,0,0
2349,206,5
2350,123,3
2351,41,1
2352,102,2
2353,-1,0
2354,40,1
2355,41,1
2356,0,0
2357,185,4
2358,41,1
2359,-1,0
2360,81,2
2361,345,4
2362,41,1
2363,41,1
2364,41,1
2365,41,1
2366,123,3
2367,-1,0
2368,41,1
2369,0,0
2370,-1,0
2371,82,2
2372,185,4
2373,144,3
2374,42,1
2375,82,2
2376,0,0
2377,0,0
2378,0,0
2379,0,0
2380,0,0
2381,41,1
2382,41,1
2383,-1,0
2384,41,1
2385,83,2
2386,123,3
2387,41,1
2388,-1,0
2389,-2,0
2390,41,1
2391,83,2
2392,41,1
2393,41,1
2394,42,1
2395,41,1
2396,-1,0
2397,124,3
2398,83,2
2399,83,2
2400,82,2
2401,41,1
2402,83,2
2403,41,1
2404,510,8
2405,287,6
2406,0,0
2407,0,0
2408,103,2
2409,0,0
2410,530,8
2411,0,0
2412,40,1
2413,0,0
2414,226,5
2415,41,1
2416,0,0
2417,82,2
2418,83,2
2419,83,2
2420,40,1
2421,40,1
2422,124,3
2423,206,4
2424,82,2
2425,82,2
2426,83,2
2427,82,2
2428,-1,0
2429,-1,0
2430,40,1
2431,82,2
2432,0,0
2433,288,6
2434,41,1
2435,185,4
2436,-2,0
2437,83,2
2438,41,1
2439,41,1
2440,-1,0
2441,123,3
2442,124,3
2443,0,0
2444,40,1
2445,0,0
2446,41,1
2447,83,2
2448,226,5
2449,41,1
2450,-1,0
2451,427,6
2452,0,0
2453,41,1
2454,164,4
2455,41,1
2456,0,0
2457,40,1
2458,42,1
2459,0,0
2460,41,1
2461,40,1
2462,41,1
2463,41,1
2464,41,1
2465,83,2
2466,41,1
2467,165,4
2468,-1,0
2469,41,1
2470,-1,0
2471,0,0
2472,41,1
2473,-2,0
2474,207,5
2475,-1,0
2476,0,0
2477,0,0
2478,103,2
2479,0,0
2480,165,4
2481,83,2
2482,0,0
2483,345,4
2484,124,3
2485,42,1
2486,41,1
2487,83,2
2488,41,1
2489,0,0
2490,0,0
2491,123,3
2492,83,2
2493,0,0
2494,-1,0
2495,41,1
2496,123,3
2497,41,1
2498,309,7
2499,386,5
2500,83,2
2501,40,1
2502,-1,0
2503,144,3
2504,124,3
2505,-1,0
2506,82,2
2507,83,2
2508,42,1
2509,-2,0
2510,-1,0
2511,83,2
2512,165,4
2513,83,2
2514,124,3
2515,123,3
2516,0,0
2517,124,3
2518,40,1
2519,0,0
2520,82,2
2521,124,3
2522,0,0
2523,41,1
2524,0,0
2525,82,2
2526,82,2
2527,0,0
2528,431,9
2529,82,2
2530,41,1
2531,-1,0
2532,103,2
2533,165,4
2534,82,2
2535,-1,0
2536,-1,0
2537,0,0
2538,41,1
2539,0,0
2540,41,1
2541,41,1
2542,0,0
2543,0,0
2544,41,1
2545,41,1
2546,185,4
2547,124,3
2548,40,1
2549,123,3
2550,226,5
2551,-1,0
2552,-1,0
2553,41,1
2554,41,1
2555,226,5
2556,246,5
2557,0,0
2558,41,1
2559,40,1
2560,41,1
2561,103,2
2562,40,1
2563,-1,0
2564,83,2
2565,-1,0
2566,81,2
2567,41,1
2568,226,5
2569,41,1
2570,41,1
2571,83,2
2572,82,2
2573,0,0
2574,41,1
2575,82,2
2576,41,1
2577,-1,0
2578,124,3
2579,185,4
2580,0,0
2581,0,0
2582,345,4
2583,42,1
2584,41,1
2585,0,0
2586,41,1
2587,82,2
2588,83,2
2589,40,1
2590,83,2
2591,1,0
2592,0,0
2593,-1,0
2594,0,0
2595,123,3
2596,0,0
2597,-1,0
2598,0,0
2599,40,1
2600,83,2
2601,0,0
2602,41,1
2603,226,5
2604,82,2
2605,-1,0
2606,83,2
2607,81,2
2608,41,1
2609,81,2
2610,124,3
2611,142,3
2612,42,1
2613,0,0
2614,41,1
2615,165,4
2616,267,6
2617,41,1
2618,41,1
2619,41,1
2620,185,4
2621,41,1
2622,42,1
2623,144,3
2624,41,1
2625,0,0
2626,41,1
2627,-2,0
2628,103,2
2629,-1,0
2630,248,6
2631,0,0
2632,81,2
2633,41,1
2634,-1,0
2635,370,8
2636,82,2
2637,165,4
2638,124,3
2639,82,2
2640,-1,0
2641,0,0
2642,82,2
2643,165,4
2644,-1,0
2645,41,1
2646,-1,0
2647,0,0
2648,510,8
2649,453,10
2650,41,1
2651,41,1
2652,-2,0
2653,411,9
2654,248,6
2655,83,2
2656,226,5
2657,82,2
2658,0,0
2659,40,1
2660,-1,0
2661,350,8
2662,41,1
2663,42,1
2664,41,1
2665,184,4
2666,0,0
2667,288,6
2668,40,1
2669,0,0
2670,0,0
2671,124,3
2672,-1,0
2673,0,0
2674,1412,9
2675,40,1
2676,41,1
2677,41,1
2678,185,4
2679,143,3
2680,41,1
2681,83,2
2682,226,5
2683,40,1
2684,-1,0
2685,83,2
2686,124,3
2687,41,1
2688,41,1
2689,-1,0
2690,0,0
2691,0,0
2692,267,6
2693,143,3
2694,82,2
2695,83,2
2696,42,1
2697,206,5
2698,41,1
2699,124,3
2700,82,2
2701,41,1
2702,-1,0
2703,-1,0
2704,42,1
2705,41,1
2706,-1,0
2707,143,3
2708,0,0
2709,41,1
2710,-2,0
2711,0,0
2712,-1,0
2713,83,2
2714,41,1
2715,350,8
2716,0,0
2717,83,2
2718,0,0
2719,0,0
2720,41,1
2721,0,0
2722,206,5
2723,41,1
2724,206,5
2725,-1,0
2726,82,2
2727,0,0
2728,0,0
2729,42,1
2730,41,1
2731,0,0
2732,103,2
2733,165,4
2734,0,0
2735,40,1
2736,-1,0
2737,143,3
2738,82,2
2739,41,1
2740,552,9
2741,41,1
2742,41,1
2743,41,1
2744,0,0
2745,-1,0
2746,41,1
2747,41,1
2748,41,1
2749,83,2
2750,41,1
2751,185,4
2752,309,7
2753,40,1
2754,82,2
2755,0,0
2756,-2,0
2757,204,4
2758,0,0
2759,82,2
2760,0,0
2761,0,0
2762,42,1
2763,144,3
2764,41,1
2765,308,7
2766,185,4
2767,41,1
2768,289,7
2769,41,1
2770,142,3
2771,184,4
2772,41,1
2773,82,2
2774,0,0
2775,206,5
2776,42,1
2777,-1,0
2778,144,3
2779,185,4
2780,287,6
2781,-1,0
2782,-1,0
2783,124,3
2784,0,0
2785,102,2
2786,41,1
2787,41,1
2788,41,1
2789,0,0
2790,-1,0
2791,41,1
2792,123,3
2793,40,1
2794,-1,0
2795,124,3
2796,0,0
2797,227,5
2798,41,1
2799,124,3
2800,42,1
2801,82,2
2802,40,1
2803,143,3
2804,81,2
2805,0,0
2806,41,1
2807,307,6
2808,185,4
2809,0,0
2810,41,1
2811,81,2
2812,41,1
2813,0,0
2814,0,0
2815,-1,0
2816,0,0
2817,0,0
2818,41,1
2819,0,0
2820,0,0
2821,0,0
2822,0,0
2823,83,2
2824,0,0
2825,411,9
2826,124,3
2827,83,2
2828,83,2
2829,268,6
2830,350,8
2831,82,2
2832,82,2
2833,41,1
2834,41,1
2835,-1,0
2836,41,1
2837,83,2
2838,41,1
2839,41,1
2840,0,0
2841,0,0
2842,0,0
2843,144,3
2844,42,1
2845,0,0
2846,-1,0
2847,0,0
2848,42,1
2849,207,5
2850,0,0
2851,185,4
2852,-1,0
2853,123,3
2854,-1,0
2855,82,2
2856,165,4
2857,82,2
2858,185,4
2859,0,0
2860,0,0
2861,83,2
2862,41,1
2863,207,5
2864,83,2
2865,0,0
2866,41,1
2867,41,1
2868,41,1
2869,124,3
2870,41,1
2871,102,2
2872,-1,0
2873,83,2
2874,124,3
2875,40,1
2876,0,0
2877,41,1
2878,0,0
2879,287,6
2880,103,2
2881,185,4
2882,81,2
2883,82,2
2884,226,5
2885,83,2
2886,82,2
2887,82,2
2888,41,1
2889,289,7
2890,142,3
2891,83,2
2892,-1,0
2893,0,0
2894,41,1
2895,42,1
2896,41,1
2897,0,0
2898,124,3
2899,0,0
2900,0,0
2901,82,2
2902,0,0
2903,42,1
2904,42,1
2905,304,3
2906,83,2
2907,42,1
2908,41,1
2909,0,0
2910,-1,0
2911,0,0
2912,124,3
2913,41,1
2914,0,0
2915,-1,0
2916,740,16
2917,267,6
2918,144,3
2919,185,4
2920,469,7
2921,41,1
2922,144,3
2923,82,2
2924,0,0
2925,185,4
2926,41,1
2927,0,0
2928,83,2
2929,82,2
2930,41,1
2931,-1,0
2932,42,1
2933,144,3
2934,387,5
2935,247,6
2936,268,6
2937,-1,0
2938,41,1
2939,-1,0
2940,41,1
2941,83,2
2942,369,8
2943,268,6
2944,124,3
2945,42,1
2946,124,3
2947,42,1
2948,0,0
2949,41,1
2950,-1,0
2951,40,1
2952,0,0
2953,41,1
2954,-1,0
2955,185,4
2956,83,2
2957,227,5
2958,0,0
2959,0,0
2960,83,2
2961,0,0
2962,83,2
2963,0,0
2964,41,1
2965,124,3
2966,0,0
2967,123,3
2968,41,1
2969,0,0
2970,0,0
2971,0,0
2972,0,0
2973,83,2
2974,411,9
2975,247,6
2976,123,3
2977,81,2
2978,82,2
2979,0,0
2980,-1,0
2981,165,4
2982,83,2
2983,41,1
2984,41,1
2985,143,3
2986,1,0
2987,40,1
2988,42,1
2989,0,0
2990,83,2
2991,41,1
2992,83,2
2993,0,0
2994,226,5
2995,41,1
2996,41,1
2997,0,0
2998,206,5
2999,207,5
3000,0,0
3001,0,0
3002,42,1
3003,448,6
3004,0,0
3005,0,0
3006,309,7
3007,165,4
3008,0,0
3009,0,0
3010,0,0
3011,42,1
3012,42,1
3013,83,2
3014,0,0
3015,41,1
3016,41,1
3017,42,1
3018,42,1
3019,227,5
3020,83,2
3021,143,3
3022,185,4
3023,143,3
3024,247,6
3025,42,1
3026,0,0
3027,-1,0
3028,166,4
3029,41,1
3030,83,2
3031,83,2
3032,143,3
3033,41,1
3034,166,4
3035,0,0
3036,0,0
3037,0,0
3038,42,1
3039,165,4
3040,-1,0
3041,185,4
3042,0,0
3043,41,1
3044,226,5
3045,226,5
3046,-1,0
3047,247,6
3048,40,1
3049,82,2
3050,0,0
3051,0,0
3052,0,0
3053,206,5
3054,41,1
3055,0,0
3056,0,0
3057,41,1
3058,42,1
3059,42,1
3060,-1,0
3061,42,1
3062,0,0
3063,370,8
3064,41,1
3065,-1,0
3066,40,1
3067,40,1
3068,82,2
3069,246,5
3070,41,1
3071,0,0
3072,287,6
3073,83,2
3074,83,2
3075,0,0
3076,42,1
3077,0,0
3078,82,2
3079,0,0
3080,0,0
3081,165,4
3082,0,0
3083,0,0
3084,41,1
3085,411,9
3086,124,3
3087,42,1
3088,0,0
3089,350,8
3090,387,5
3091,0,0
3092,124,3
3093,42,1
3094,83,2
3095,40,1
3096,207,5
3097,124,3
3098,124,3
3099,0,0
3100,0,0
3101,0,0
3102,0,0
3103,41,1
3104,0,0
3105,41,1
3106,42,1
3107,1,0
3108,42,1
3109,0,0
3110,1,0
3111,-1,0
3112,226,5
3113,165,4
3114,165,4
3115,82,2
3116,0,0
3117,41,1
3118,144,3
3119,42,1
3120,41,1
3121,-1,0
3122,1,0
3123,-1,0
3124,41,1
3125,83,2
3126,0,0
3127,124,3
3128,0,0
3129,392,9
3130,0,0
3131,82,2
3132,82,2
3133,41,1
3134,41,1
3135,0,0
3136,185,4
3137,0,0
3138,206,5
3139,-1,0
3140,0,0
3141,654,11
3142,82,2
3143,143,3
3144,83,2
3145,41,1
3146,83,2
3147,124,3
3148,82,2
3149,165,4
3150,83,2
3151,0,0
3152,124,3
3153,165,4
3154,0,0
3155,-2,0
3156,226,5
3157,-1,0
3158,102,2
3159,42,1
3160,41,1
3161,226,5
3162,267,6
3163,41,1
3164,1,0
3165,82,2
3166,0,0
3167,227,5
3168,41,1
3169,0,0
3170,124,3
3171,0,0
3172,-1,0
3173,0,0
3174,0,0
3175,246,5
3176,42,1
3177,42,1
3178,82,2
3179,0,0
3180,309,7
3181,82,2
3182,-1,0
3183,0,0
3184,124,3
3185,144,3
3186,0,0
3187,-1,0
3188,40,1
3189,206,5
3190,0,0
3191,124,3
3192,0,0
3193,577,13
3194,83,2
3195,41,1
3196,83,2
3197,0,0
3198,41,1
3199,41,1
3200,370,8
3201,124,3
3202,40,1
3203,0,0
3204,205,5
3205,0,0
3206,42,1
3207,268,6
3208,102,2
3209,-1,0
3210,82,2
3211,82,2
3212,144,3
3213,81,2
3214,83,2
3215,0,0
3216,41,1
3217,123,3
3218,83,2
3219,83,2
3220,124,3
3221,-1,0
3222,0,0
3223,165,4
3224,41,1
3225,82,2
3226,185,4
3227,0,0
3228,0,0
3229,165,4
3230,0,0
3231,82,2
3232,185,4
3233,289,7
3234,41,1
3235,227,5
3236,185,4
3237,83,2
3238,185,4
3239,0,0
3240,0,0
3241,0,0
3242,0,0
3243,165,4
3244,1,0
3245,0,0
3246,0,0
3247,268,6
3248,350,8
3249,-1,0
3250,83,2
3251,82,2
3252,144,3
3253,246,5
3254,41,1
3255,205,5
3256,0,0
3257,0,0
3258,0,0
3259,41,1
3260,598,14
3261,41,1
3262,207,5
3263,226,5
3264,102,2
3265,0,0
3266,123,3
3267,-1,0
3268,-1,0
3269,102,2
3270,-1,0
3271,0,0
3272,83,2
3273,943,18
3274,185,4
3275,904,19
3276,0,0
3277,-1,0
3278,555,12
3279,165,4
3280,267,6
3281,432,10
3282,124,3
3283,41,1
3284,41,1
3285,0,0
3286,267,6
3287,41,1
3288,124,3
3289,-1,0
3290,0,0
3291,-1,0
3292,41,1
3293,82,2
3294,1,0
3295,41,1
3296,0,0
3297,-1,0
3298,446,6
3299,82,2
3300,83,2
3301,165,4
3302,41,1
3303,41,1
3304,370,8
3305,42,1
3306,41,1
3307,268,6
3308,42,1
3309,102,2
3310,144,3
3311,82,2
3312,-1,0
3313,144,3
3314,0,0
3315,41,1
3316,42,1
3317,0,0
3318,185,4
3319,0,0
3320,41,1
3321,82,2
3322,103,2
3323,309,7
3324,0,0
3325,-1,0
3326,41,1
3327,82,2
3328,0,0
3329,83,2
3330,41,1
3331,41,1
3332,0,0
3333,207,5
3334,247,6
3335,83,2
3336,227,5
3337,83,2
3338,-1,0
3339,82,2
3340,42,1
3341,42,1
3342,328,7
3343,124,3
3344,41,1
3345,124,3
3346,0,0
3347,82,2
3348,41,1
3349,124,3
3350,288,7
3351,41,1
3352,41,1
3353,165,4
3354,166,4
3355,0,0
3356,124,3
3357,82,2
3358,41,1
3359,165,4
3360,41,1
3361,0,0
3362,205,4
3363,41,1
3364,83,2
3365,124,3
3366,346,4
3367,82,2
3368,41,1
3369,0,0
3370,-1,0
3371,41,1
3372,83,2
3373,0,0
3374,0,0
3375,0,0
3376,782,17
3377,248,6
3378,143,3
3379,267,6
3380,226,5
3381,207,5
3382,82,2
3383,144,3
3384,0,0
3385,83,2
3386,185,4
3387,40,1
3388,42,1
3389,0,0
3390,699,15
3391,40,1
3392,0,0
3393,41,1
3394,82,2
3395,185,4
3396,-1,0
3397,267,6
3398,124,3
3399,0,0
3400,41,1
3401,41,1
3402,41,1
3403,41,1
3404,-1,0
3405,0,0
3406,-1,0
3407,40,1
3408,0,0
3409,83,2
3410,123,3
3411,165,4
3412,42,1
3413,0,0
3414,42,1
3415,0,0
3416,124,3
3417,144,3
3418,124,3
3419,41,1
3420,42,1
3421,488,7
3422,41,1
3423,41,1
3424,40,1
3425,0,0
3426,82,2
3427,42,1
3428,0,0
3429,83,2
3430,41,1
3431,247,6
3432,144,3
3433,207,5
3434,0,0
3435,124,3
3436,185,4
3437,0,0
3438,0,0
3439,42,1
3440,0,0
3441,0,0
3442,1030,24
3443,248,6
3444,41,1
3445,0,0
3446,207,5
3447,1,0
3448,41,1
3449,-1,0
3450,83,2
3451,41,1
3452,1373,27
3453,469,7
3454,-1,0
3455,247,6
3456,1071,24
3457,41,1
3458,82,2
3459,144,3
3460,411,9
3461,124,3
3462,42,1
3463,165,4
3464,124,3
3465,42,1
3466,82,2
3467,0,0
3468,123,3
3469,227,5
3470,-1,0
3471,42,1
3472,83,2
3473,41,1
3474,82,2
3475,288,7
3476,-1,0
3477,40,1
3478,41,1
3479,0,0
3480,0,0
3481,164,4
3482,41,1
3483,144,3
3484,82,2
3485,41,1
3486,412,9
3487,83,2
3488,226,5
3489,207,5
3490,0,0
3491,304,3
3492,350,8
3493,551,9
3494,124,3
3495,42,1
3496,0,0
3497,41,1
3498,41,1
3499,185,4
3500,0,0
3501,41,1
3502,-2,0
3503,205,4
3504,2316,29
3505,42,1
3506,124,3
3507,124,3
3508,0,0
3509,-1,0
3510,41,1
3511,185,4
3512,185,4
3513,124,3
3514,41,1
3515,351,8
3516,1214,27
3517,41,1
3518,206,5
3519,124,3
3520,227,5
3521,369,8
3522,905,20
3523,41,1
3524,185,4
3525,288,6
3526,226,5
3527,165,4
3528,184,4
3529,653,11
3530,185,4
3531,82,2
3532,41,1
3533,42,1
3534,-1,0
3535,40,1
3536,0,0
3537,432,9
3538,184,4
3539,41,1
3540,226,5
3541,-1,0
3542,42,1
3543,42,1
3544,83,2
3545,124,3
3546,206,5
3547,42,1
3548,82,2
3549,596,13
3550,41,1
3551,82,2
3552,41,1
3553,83,2
3554,0,0
3555,226,5
3556,0,0
3557,41,1
3558,124,3
3559,41,1
3560,142,3
3561,0,0
3562,83,2
3563,123,3
3564,83,2
3565,40,1
3566,184,4
3567,123,3
3568,165,4
3569,42,1
3570,0,0
3571,166,4
3572,370,8
3573,124,3
3574,41,1
3575,83,2
3576,227,5
3577,41,1
3578,144,3
3579,41,1
3580,83,2
3581,41,1
3582,350,8
3583,392,9
3584,41,1
3585,41,1
3586,41,1
3587,185,4
3588,268,6
3589,247,6
3590,83,2
3591,0,0
3592,41,1
3593,41,1
3594,207,5
3595,165,4
3596,0,0
3597,267,6
3598,42,1
3599,164,4
3600,616,13
3601,41,1
3602,41,1
3603,535,12
3604,83,2
3605,557,13
3606,248,6
3607,124,3
3608,762,17
3609,82,2
3610,41,1
3611,206,5
3612,617,13
3613,1,0
3614,41,1
3615,83,2
3616,328,7
3617,287,6
3618,0,0
3619,510,8
3620,309,7
3621,0,0
3622,268,6
3623,286,6
3624,83,2
3625,227,5
3626,268,6
3627,82,2
3628,41,1
3629,1415,28
3630,0,0
3631,123,3
3632,41,1
3633,83,2
3634,82,2
3635,82,2
3636,206,5
3637,143,3
3638,535,12
3639,164,4
3640,41,1
3641,0,0
3642,781,17
3643,83,2
3644,0,0
3645,165,4
3646,41,1
3647,41,1
3648,83,2
3649,83,2
3650,41,1
3651,124,3
3652,246,5
3653,268,6
3654,101,2
3655,41,1
3656,0,0
3657,41,1
3658,41,1
3659,83,2
3660,144,3
3661,41,1
3662,41,1
3663,124,3
3664,246,5
3665,82,2
3666,83,2
3667,82,2
3668,42,1
3669,165,4
3670,473,10
3671,41,1
3672,144,3
3673,0,0
3674,350,8
3675,124,3
3676,41,1
3677,83,2
3678,42,1
3679,42,1
3680,0,0
3681,0,0
3682,0,0
3683,675,12
3684,1687,37
3685,0,0
3686,83,2
3687,598,14
3688,83,2
3689,142,3
3690,82,2
3691,102,2
3692,82,2
3693,0,0
3694,40,1
3695,186,4
3696,41,1
3697,42,1
3698,144,3
3699,83,2
3700,83,2
3701,41,1
3702,-1,0
3703,0,0
3704,345,4
3705,433,10
3706,82,2
3707,1925,36
3708,83,2
3709,185,4
3710,83,2
3711,41,1
3712,102,2
3713,83,2
3714,654,11
3715,124,3
3716,41,1
3717,41,1
3718,0,0
3719,433,10
3720,267,6
3721,0,0
3722,41,1
3723,103,2
3724,82,2
3725,82,2
3726,144,3
3727,638,14
3728,226,5
3729,144,3
3730,165,4
3731,535,12
3732,184,4
3733,42,1
3734,41,1
3735,41,1
3736,0,0
3737,82,2
3738,309,7
3739,370,8
3740,185,4
3741,41,1
3742,391,9
3743,225,5
3744,41,1
3745,0,0
3746,428,6
3747,82,2
3748,165,4
3749,144,3
3750,124,3
3751,83,2
3752,83,2
3753,41,1
3754,185,4
3755,958,14
3756,309,7
3757,185,4
3758,41,1
3759,41,1
3760,309,7
3761,207,5
3762,144,3
3763,41,1
3764,984,19
3765,1477,29
3766,0,0
3767,82,2
3768,41,1
3769,124,3
3770,268,6
3771,41,1
3772,83,2
3773,0,0
3774,143,3
3775,0,0
3776,124,3
3777,267,6
3778,0,0
3779,287,6
3780,41,1
3781,864,19
3782,124,3
3783,83,2
3784,41,1
3785,83,2
3786,267,6
3787,1420,32
3788,42,1
3789,40,1
3790,41,1
3791,267,6
3792,83,2
3793,0,0
3794,124,3
3795,41,1
3796,391,9
3797,781,17
3798,41,1
3799,41,1
3800,124,3
3801,267,6
3802,41,1
3803,40,1
3804,83,2
3805,0,0
3806,144,3
3807,165,4
3808,123,3
3809,41,1
3810,42,1
3811,164,4
3812,41,1
3813,144,3
3814,41,1
3815,469,7
3816,1184,19
3817,206,5
3818,186,4
3819,226,5
3820,143,3
3821,268,6
3822,1460,32
3823,0,0
3824,0,0
3825,143,3
3826,225,5
3827,1,0
3828,124,3
3829,142,3
3830,802,17
3831,267,6
3832,0,0
3833,185,4
3834,124,3
3835,227,5
3836,268,6
3837,226,5
3838,391,9
3839,803,18
3840,720,16
3841,-1,0
3842,577,13
3843,510,8
3844,83,2
3845,1192,26
3846,309,7
3847,124,3
3848,390,8
3849,391,9
3850,42,1
3851,287,6
3852,41,1
3853,515,12
3854,411,9
3855,82,2
3856,268,6
3857,166,4
3858,143,3
3859,248,6
3860,0,0
3861,309,7
3862,42,1
3863,391,9
3864,473,10
3865,82,2
3866,370,8
3867,41,1
3868,165,4
3869,83,2
3870,309,7
3871,452,10
3872,0,0
3873,556,13
3874,778,14
3875,143,3
3876,762,17
3877,41,1
3878,124,3
3879,0,0
3880,268,6
3881,0,0
3882,557,13
3883,206,5
3884,123,3
3885,42,1
3886,309,7
3887,41,1
3888,185,4
3889,0,0
3890,82,2
3891,699,15
3892,371,9
3893,226,5
3894,0,0
3895,185,4
3896,268,6
3897,41,1
3898,494,11
3899,41,1
3900,41,1
3901,124,3
3902,41,1
3903,1679,15
3904,42,1
3905,40,1
3906,494,11
3907,41,1
3908,529,8
3909,289,7
3910,185,4
3911,184,4
3912,287,6
3913,124,3
3914,0,0
3915,41,1
3916,0,0
3917,351,8
3918,42,1
3919,248,6
3920,0,0
3921,267,6
3922,184,4
3923,41,1
3924,472,10
3925,453,10
3926,165,4
3927,165,4
3928,0,0
3929,411,9
3930,0,0
3931,41,1
3932,82,2
3933,1374,27
3934,124,3
3935,227,5
3936,83,2
3937,309,7
3938,0,0
3939,124,3
3940,83,2
3941,83,2
3942,638,14
3943,329,7
3944,165,4
3945,247,6
3946,0,0
3947,83,2
3948,165,4
3949,797,14
3950,860,16
3951,0,0
3952,0,0
3953,124,3
3954,1023,19
3955,227,5
3956,411,9
3957,267,6
3958,618,14
3959,41,1
3960,861,16
3961,979,15
3962,41,1
3963,82,2
3964,309,7
3965,289,7
3966,103,2
3967,679,15
3968,185,4
3969,309,7
3970,165,4
3971,83,2
3972,309,7
3973,83,2
3974,350,8
3975,165,4
3976,82,2
3977,966,20
3978,782,17
3979,124,3
3980,83,2
3981,248,6
3982,82,2
3983,144,3
3984,350,8
3985,41,1
3986,0,0
3987,494,11
3988,124,3
3989,41,1
3990,674,11
3991,42,1
3992,41,1
3993,453,10
3994,268,6
3995,124,3
3996,864,19
3997,42,1
3998,165,4
3999,41,1
4000,245,5
4001,432,10
4002,0,0
4003,0,0
4004,227,5
4005,185,4
4006,165,4
4007,41,1
4008,83,2
4009,165,4
4010,1637,29
4011,-1,0
