Episode,Reward,Lines Cleared
362,13,0
363,8,0
364,10,0
365,12,0
366,14,0
367,11,0
368,11,0
369,11,0
370,10,0
371,10,0
372,52,1
373,51,1
374,54,1
375,7,0
376,8,0
377,13,0
378,11,0
379,97,2
380,9,0
381,12,0
382,10,0
383,55,1
384,11,0
385,9,0
386,10,0
387,13,0
388,9,0
389,52,1
390,11,0
391,12,0
392,7,0
393,13,0
394,8,0
395,52,1
396,8,0
397,13,0
398,13,0
399,54,1
400,11,0
401,13,0
402,12,0
403,13,0
404,11,0
405,10,0
406,12,0
407,11,0
408,12,0
409,11,0
410,11,0
411,10,0
412,12,0
413,12,0
414,12,0
415,13,0
416,11,0
417,56,1
418,10,0
419,12,0
420,53,1
421,11,0
422,51,1
423,14,0
424,7,0
425,12,0
426,99,2
427,55,1
428,11,0
429,11,0
430,12,0
431,54,1
432,96,2
433,9,0
434,10,0
435,11,0
436,11,0
437,11,0
438,10,0
439,52,1
440,10,0
441,7,0
442,12,0
443,12,0
444,56,1
445,10,0
446,138,3
447,11,0
448,12,0
449,10,0
450,96,2
451,53,1
452,9,0
453,54,1
454,12,0
455,9,0
456,10,0
457,11,0
458,14,0
459,11,0
460,11,0
461,12,0
462,9,0
463,10,0
464,11,0
465,10,0
466,52,1
467,54,1
468,97,2
469,10,0
470,11,0
471,8,0
472,52,1
473,11,0
474,9,0
475,12,0
476,12,0
477,52,1
478,13,0
479,55,1
480,12,0
481,12,0
482,9,0
483,10,0
484,11,0
485,10,0
486,10,0
487,11,0
488,12,0
489,9,0
490,12,0
491,10,0
492,53,1
493,53,1
494,12,0
495,11,0
496,54,1
497,13,0
498,11,0
499,12,0
500,10,0
501,10,0
502,10,0
503,11,0
504,51,1
505,11,0
506,14,0
507,10,0
508,12,0
509,56,1
510,11,0
511,12,0
512,16,0
513,11,0
514,54,1
515,9,0
516,9,0
517,9,0
518,52,1
519,14,0
520,11,0
521,11,0
522,12,0
523,9,0
524,12,0
525,10,0
526,12,0
527,9,0
528,10,0
529,8,0
530,55,1
531,54,1
532,10,0
533,56,1
534,11,0
535,11,0
536,9,0
537,11,0
538,11,0
539,55,1
540,98,2
541,13,0
542,10,0
543,9,0
544,53,1
545,10,0
546,56,1
547,11,0
548,13,0
549,8,0
550,12,0
551,11,0
552,55,1
553,97,2
554,16,0
555,54,1
556,13,0
557,8,0
558,11,0
559,10,0
560,55,1
561,10,0
562,10,0
563,11,0
564,10,0
565,12,0
566,52,1
567,11,0
568,12,0
569,12,0
570,117,2
571,11,0
572,51,1
573,52,1
574,7,0
575,12,0
576,51,1
577,11,0
578,12,0
579,17,0
580,11,0
581,12,0
582,51,1
583,12,0
584,10,0
585,12,0
586,12,0
587,10,0
588,13,0
589,13,0
590,12,0
591,52,1
592,12,0
593,8,0
594,14,0
595,9,0
596,7,0
597,11,0
598,53,1
599,6,0
600,11,0
601,13,0
602,10,0
603,56,1
604,12,0
605,12,0
606,54,1
607,12,0
608,12,0
609,55,1
610,11,0
611,12,0
612,12,0
613,14,0
614,12,0
615,11,0
616,13,0
617,10,0
618,13,0
619,53,1
620,53,1
621,13,0
622,52,1
623,8,0
624,12,0
625,9,0
626,11,0
627,7,0
628,11,0
629,12,0
630,54,1
631,11,0
632,13,0
633,11,0
634,53,1
635,11,0
636,8,0
637,10,0
638,96,2
639,53,1
640,11,0
641,13,0
642,54,1
643,14,0
644,9,0
645,7,0
646,10,0
647,9,0
648,13,0
649,50,1
650,54,1
651,97,2
652,56,1
653,11,0
654,12,0
655,56,1
656,13,0
657,10,0
658,11,0
659,11,0
660,11,0
661,56,1
662,54,1
663,9,0
664,9,0
665,11,0
666,12,0
667,53,1
668,12,0
669,8,0
670,55,1
671,9,0
672,12,0
673,8,0
674,54,1
675,10,0
676,56,1
677,116,2
678,9,0
679,10,0
680,10,0
681,10,0
682,14,0
683,54,1
684,10,0
685,9,0
686,12,0
687,96,2
688,11,0
689,13,0
690,12,0
691,52,1
692,11,0
693,10,0
694,12,0
695,11,0
696,11,0
697,54,1
698,53,1
699,12,0
700,12,0
701,9,0
702,9,0
703,12,0
704,11,0
705,10,0
706,139,3
707,10,0
708,13,0
709,54,1
710,54,1
711,11,0
712,12,0
713,11,0
714,52,1
715,53,1
716,10,0
717,12,0
718,10,0
719,56,1
720,11,0
721,98,2
722,53,1
723,11,0
724,13,0
725,11,0
726,13,0
727,11,0
728,11,0
729,13,0
730,12,0
731,11,0
732,7,0
733,54,1
734,10,0
735,55,1
736,14,0
737,13,0
738,12,0
739,11,0
740,10,0
741,56,1
742,12,0
743,10,0
744,54,1
745,8,0
746,12,0
747,9,0
748,10,0
749,53,1
750,52,1
751,11,0
752,13,0
753,52,1
754,14,0
755,54,1
756,13,0
757,9,0
758,10,0
759,11,0
760,10,0
761,9,0
762,14,0
763,7,0
764,13,0
765,95,2
766,52,1
767,97,2
768,9,0
769,10,0
770,56,1
771,10,0
772,9,0
773,10,0
774,52,1
775,56,1
776,96,2
777,10,0
778,98,2
779,11,0
780,13,0
781,12,0
782,11,0
783,12,0
784,52,1
785,55,1
786,13,0
787,50,1
788,12,0
789,52,1
790,11,0
791,11,0
792,11,0
793,11,0
794,13,0
795,10,0
796,10,0
797,10,0
798,13,0
799,14,0
800,11,0
801,11,0
802,12,0
803,55,1
804,11,0
805,55,1
806,11,0
807,54,1
808,55,1
809,57,1
810,9,0
811,97,2
812,56,1
813,52,1
814,9,0
815,8,0
816,13,0
817,56,1
818,54,1
819,13,0
820,17,0
821,98,2
822,9,0
823,53,1
824,11,0
825,56,1
826,9,0
827,52,1
828,13,0
829,53,1
830,12,0
831,13,0
832,53,1
833,12,0
834,54,1
835,7,0
836,11,0
837,10,0
838,9,0
839,12,0
840,8,0
841,11,0
842,9,0
843,10,0
844,10,0
845,11,0
846,11,0
847,10,0
848,53,1
849,96,2
850,10,0
851,11,0
852,13,0
853,98,2
854,13,0
855,11,0
856,12,0
857,11,0
858,54,1
859,56,1
860,55,1
861,55,1
862,53,1
863,55,1
864,14,0
865,10,0
866,119,2
867,12,0
868,11,0
869,12,0
870,10,0
871,52,1
872,57,1
873,10,0
874,56,1
875,55,1
876,11,0
877,10,0
878,11,0
879,50,1
880,12,0
881,9,0
882,55,1
883,14,0
884,9,0
885,10,0
886,13,0
887,10,0
888,13,0
889,56,1
890,12,0
891,56,1
892,11,0
893,13,0
894,12,0
895,9,0
896,8,0
897,12,0
898,11,0
899,12,0
900,11,0
901,55,1
902,12,0
903,157,3
904,55,1
905,55,1
906,11,0
907,10,0
908,9,0
909,8,0
910,14,0
911,13,0
912,9,0
913,54,1
914,12,0
915,99,2
916,11,0
917,12,0
918,14,0
919,55,1
920,11,0
921,11,0
922,55,1
923,12,0
924,53,1
925,99,2
926,12,0
927,12,0
928,9,0
929,54,1
930,18,0
931,10,0
932,56,1
933,98,2
934,13,0
935,141,3
936,10,0
937,54,1
938,97,2
939,53,1
940,11,0
941,11,0
942,12,0
943,13,0
944,10,0
945,11,0
946,54,1
947,11,0
948,14,0
949,11,0
950,52,1
951,11,0
952,117,2
953,12,0
954,140,3
955,10,0
956,53,1
957,12,0
958,13,0
959,14,0
960,117,2
961,54,1
962,12,0
963,7,0
964,12,0
965,13,0
966,202,4
967,15,0
968,97,2
969,12,0
970,55,1
971,7,0
972,97,2
973,54,1
974,14,0
975,13,0
976,98,2
977,14,0
978,51,1
979,99,2
980,11,0
981,12,0
982,13,0
983,14,0
984,12,0
985,55,1
986,56,1
987,10,0
988,13,0
989,14,0
990,12,0
991,11,0
992,11,0
993,10,0
994,11,0
995,12,0
996,97,2
997,12,0
998,13,0
999,9,0
1000,11,0
1001,13,0
1002,12,0
1003,57,1
1004,13,0
1005,54,1
1006,13,0
1007,53,1
1008,51,1
1009,12,0
1010,54,1
1011,14,0
1012,50,1
1013,99,2
1014,11,0
1015,15,0
1016,13,0
1017,12,0
1018,14,0
1019,55,1
1020,54,1
1021,55,1
1022,12,0
1023,14,0
1024,10,0
1025,13,0
1026,54,1
1027,12,0
1028,12,0
1029,56,1
1030,12,0
1031,54,1
1032,11,0
1033,95,2
1034,12,0
1035,56,1
1036,98,2
1037,12,0
1038,52,1
1039,12,0
1040,57,1
1041,14,0
1042,11,0
1043,13,0
1044,53,1
1045,12,0
1046,57,1
1047,56,1
1048,52,1
1049,13,0
1050,10,0
1051,11,0
1052,10,0
1053,14,0
1054,56,1
1055,13,0
1056,54,1
1057,12,0
1058,55,1
1059,8,0
1060,14,0
1061,10,0
1062,13,0
1063,57,1
1064,9,0
1065,57,1
1066,12,0
1067,55,1
1068,95,2
1069,12,0
1070,17,0
1071,13,0
1072,55,1
1073,11,0
1074,12,0
1075,54,1
1076,11,0
1077,12,0
1078,12,0
1079,97,2
1080,52,1
1081,54,1
1082,13,0
1083,12,0
1084,13,0
1085,14,0
1086,54,1
1087,13,0
1088,13,0
1089,98,2
1090,8,0
1091,53,1
1092,10,0
1093,56,1
1094,96,2
1095,52,1
1096,56,1
1097,13,0
1098,56,1
1099,13,0
1100,51,1
1101,12,0
1102,141,3
1103,13,0
1104,54,1
1105,12,0
1106,14,0
1107,52,1
1108,13,0
1109,54,1
1110,14,0
1111,13,0
1112,56,1
1113,13,0
1114,9,0
1115,97,2
1116,55,1
1117,11,0
1118,13,0
1119,8,0
1120,53,1
1121,55,1
1122,57,1
1123,13,0
1124,54,1
1125,12,0
1126,13,0
1127,13,0
1128,10,0
1129,20,0
1130,12,0
1131,14,0
1132,13,0
1133,53,1
1134,14,0
1135,10,0
1136,10,0
1137,56,1
1138,56,1
1139,11,0
1140,14,0
1141,9,0
1142,12,0
1143,11,0
1144,11,0
1145,11,0
1146,10,0
1147,13,0
1148,11,0
1149,14,0
1150,14,0
1151,13,0
1152,13,0
1153,14,0
1154,14,0
1155,16,0
1156,12,0
1157,15,0
1158,10,0
1159,12,0
1160,14,0
1161,13,0
1162,11,0
1163,54,1
1164,13,0
1165,96,2
1166,55,1
1167,10,0
1168,14,0
1169,10,0
1170,10,0
1171,12,0
1172,13,0
1173,97,2
1174,11,0
1175,54,1
1176,55,1
1177,13,0
1178,18,0
1179,10,0
1180,57,1
1181,139,3
1182,10,0
1183,12,0
1184,10,0
1185,14,0
1186,97,2
1187,158,3
1188,54,1
1189,139,3
1190,54,1
1191,13,0
1192,10,0
1193,55,1
1194,12,0
1195,10,0
1196,12,0
1197,11,0
1198,14,0
1199,55,1
1200,11,0
1201,9,0
1202,9,0
1203,97,2
1204,9,0
1205,12,0
1206,12,0
1207,12,0
1208,54,1
1209,48,1
1210,15,0
1211,140,3
1212,55,1
1213,13,0
1214,13,0
1215,55,1
1216,12,0
1217,12,0
1218,12,0
1219,14,0
1220,14,0
1221,10,0
1222,12,0
1223,14,0
1224,55,1
1225,13,0
1226,11,0
1227,57,1
1228,9,0
1229,12,0
1230,11,0
1231,55,1
1232,54,1
1233,10,0
1234,11,0
1235,99,2
1236,55,1
1237,13,0
1238,10,0
1239,55,1
1240,55,1
1241,10,0
1242,140,3
1243,12,0
1244,51,1
1245,13,0
1246,55,1
1247,202,4
1248,13,0
1249,55,1
1250,11,0
1251,55,1
1252,97,2
1253,12,0
1254,12,0
1255,12,0
1256,95,2
1257,54,1
1258,55,1
1259,97,2
1260,10,0
1261,98,2
1262,13,0
1263,141,3
1264,56,1
1265,14,0
1266,14,0
1267,10,0
1268,56,1
1269,11,0
1270,13,0
1271,53,1
1272,55,1
1273,12,0
1274,12,0
1275,11,0
1276,57,1
1277,13,0
1278,14,0
1279,14,0
1280,53,1
1281,15,0
1282,55,1
1283,141,3
1284,13,0
1285,13,0
1286,13,0
1287,12,0
1288,12,0
1289,55,1
1290,8,0
1291,54,1
1292,56,1
1293,12,0
1294,97,2
1295,15,0
1296,159,3
1297,10,0
1298,116,2
1299,9,0
1300,97,2
1301,55,1
1302,12,0
1303,50,1
1304,53,1
1305,12,0
1306,53,1
1307,11,0
1308,12,0
1309,52,1
1310,119,2
1311,56,1
1312,13,0
1313,13,0
1314,54,1
1315,53,1
1316,13,0
1317,12,0
1318,97,2
1319,10,0
1320,8,0
1321,10,0
1322,13,0
1323,12,0
1324,8,0
1325,13,0
1326,55,1
1327,57,1
1328,14,0
1329,10,0
1330,12,0
1331,11,0
1332,55,1
1333,9,0
1334,52,1
1335,13,0
1336,13,0
1337,11,0
1338,11,0
1339,13,0
1340,11,0
1341,55,1
1342,11,0
1343,11,0
1344,14,0
1345,11,0
1346,13,0
1347,12,0
1348,12,0
1349,9,0
1350,14,0
1351,10,0
1352,11,0
1353,13,0
1354,13,0
1355,11,0
1356,14,0
1357,13,0
1358,11,0
1359,12,0
1360,7,0
1361,56,1
1362,13,0
1363,96,2
1364,139,3
1365,147,3
1366,13,0
1367,53,1
1368,13,0
1369,9,0
1370,11,0
1371,10,0
1372,117,2
1373,12,0
1374,54,1
1375,142,3
1376,54,1
1377,13,0
1378,14,0
1379,13,0
1380,14,0
1381,17,0
1382,11,0
1383,55,1
1384,98,2
1385,56,1
1386,55,1
1387,55,1
1388,12,0
1389,13,0
1390,12,0
1391,53,1
1392,15,0
1393,14,0
1394,12,0
1395,11,0
1396,9,0
1397,204,4
1398,14,0
1399,53,1
1400,13,0
1401,14,0
1402,10,0
1403,12,0
1404,13,0
1405,15,0
1406,13,0
1407,13,0
1408,14,0
1409,10,0
1410,53,1
1411,55,1
1412,12,0
1413,54,1
1414,56,1
1415,10,0
1416,11,0
1417,55,1
1418,97,2
1419,13,0
1420,10,0
1421,56,1
1422,13,0
1423,13,0
1424,56,1
1425,222,4
1426,11,0
1427,7,0
1428,12,0
1429,13,0
1430,55,1
1431,12,0
1432,13,0
1433,13,0
1434,11,0
1435,12,0
1436,55,1
1437,12,0
1438,14,0
1439,203,4
1440,9,0
1441,11,0
1442,11,0
1443,13,0
1444,13,0
1445,56,1
1446,12,0
1447,11,0
1448,14,0
1449,54,1
1450,10,0
1451,11,0
1452,13,0
1453,14,0
1454,12,0
1455,56,1
1456,57,1
1457,13,0
1458,96,2
1459,141,3
1460,14,0
1461,13,0
1462,12,0
1463,13,0
1464,14,0
1465,12,0
1466,11,0
1467,10,0
1468,55,1
1469,52,1
1470,56,1
1471,15,0
1472,11,0
1473,54,1
1474,10,0
1475,13,0
1476,53,1
1477,10,0
1478,56,1
1479,12,0
1480,55,1
1481,56,1
1482,53,1
1483,53,1
1484,14,0
1485,12,0
1486,55,1
1487,10,0
1488,51,1
1489,12,0
1490,56,1
1491,55,1
1492,99,2
1493,11,0
1494,54,1
1495,14,0
1496,14,0
1497,11,0
1498,55,1
1499,54,1
1500,57,1
1501,54,1
1502,57,1
1503,15,0
1504,13,0
1505,12,0
1506,12,0
1507,12,0
1508,12,0
1509,14,0
1510,98,2
1511,53,1
1512,13,0
1513,99,2
1514,54,1
1515,55,1
1516,13,0
1517,55,1
1518,13,0
1519,13,0
1520,11,0
1521,13,0
1522,57,1
1523,97,2
1524,115,2
1525,9,0
1526,56,1
1527,16,0
1528,56,1
1529,12,0
1530,14,0
1531,14,0
1532,12,0
1533,56,1
1534,14,0
1535,99,2
1536,11,0
1537,55,1
1538,56,1
1539,13,0
1540,13,0
1541,12,0
1542,13,0
1543,14,0
1544,57,1
1545,55,1
1546,139,3
1547,54,1
1548,55,1
1549,15,0
1550,140,3
1551,11,0
1552,11,0
1553,13,0
1554,55,1
1555,16,0
1556,141,3
1557,55,1
1558,98,2
1559,13,0
1560,11,0
1561,56,1
1562,11,0
1563,12,0
1564,140,3
1565,13,0
1566,9,0
1567,14,0
1568,56,1
1569,12,0
1570,52,1
1571,13,0
1572,118,2
1573,56,1
1574,56,1
1575,13,0
1576,11,0
1577,54,1
1578,14,0
1579,12,0
1580,98,2
1581,11,0
1582,10,0
1583,14,0
1584,12,0
1585,99,2
1586,11,0
1587,54,1
1588,55,1
1589,11,0
1590,140,3
1591,98,2
1592,13,0
1593,56,1
1594,14,0
1595,13,0
1596,13,0
1597,56,1
1598,14,0
1599,14,0
1600,97,2
1601,98,2
1602,11,0
1603,13,0
1604,98,2
1605,12,0
1606,12,0
1607,13,0
1608,7,0
1609,11,0
1610,12,0
1611,96,2
1612,140,3
1613,54,1
1614,14,0
1615,56,1
1616,13,0
1617,56,1
1618,14,0
1619,54,1
1620,12,0
1621,97,2
1622,55,1
1623,106,2
1624,55,1
1625,13,0
1626,56,1
1627,57,1
1628,14,0
1629,97,2
1630,97,2
1631,56,1
1632,12,0
1633,57,1
1634,12,0
1635,56,1
1636,10,0
1637,11,0
1638,95,2
1639,14,0
1640,8,0
1641,55,1
1642,10,0
1643,9,0
1644,12,0
1645,12,0
1646,14,0
1647,54,1
1648,52,1
1649,13,0
1650,12,0
1651,53,1
1652,14,0
1653,54,1
1654,57,1
1655,139,3
1656,100,2
1657,98,2
1658,158,3
1659,12,0
1660,119,2
1661,12,0
1662,12,0
1663,13,0
1664,13,0
1665,12,0
1666,98,2
1667,140,3
1668,11,0
1669,56,1
1670,12,0
1671,98,2
1672,12,0
1673,53,1
1674,15,0
1675,54,1
1676,11,0
1677,13,0
1678,18,0
1679,223,5
1680,13,0
1681,15,0
1682,53,1
1683,12,0
1684,97,2
1685,12,0
1686,55,1
1687,11,0
1688,116,2
1689,9,0
1690,139,3
1691,54,1
1692,13,0
1693,10,0
1694,55,1
1695,96,2
1696,118,2
1697,13,0
1698,14,0
1699,12,0
1700,13,0
1701,58,1
1702,12,0
1703,13,0
1704,55,1
1705,15,0
1706,12,0
1707,12,0
1708,54,1
1709,56,1
1710,8,0
1711,9,0
1712,56,1
1713,14,0
1714,11,0
1715,202,4
1716,14,0
1717,55,1
1718,12,0
1719,10,0
1720,13,0
1721,55,1
1722,55,1
1723,119,2
1724,13,0
1725,98,2
1726,54,1
1727,54,1
1728,60,1
1729,13,0
1730,54,1
1731,14,0
1732,14,0
1733,55,1
1734,12,0
1735,98,2
1736,99,2
1737,140,3
1738,99,2
1739,12,0
1740,10,0
1741,11,0
1742,11,0
1743,54,1
1744,14,0
1745,96,2
1746,13,0
1747,10,0
1748,56,1
1749,12,0
1750,140,3
1751,12,0
1752,13,0
1753,10,0
1754,11,0
1755,13,0
1756,56,1
1757,13,0
1758,11,0
1759,10,0
1760,14,0
1761,13,0
1762,12,0
1763,56,1
1764,13,0
1765,12,0
1766,13,0
1767,54,1
1768,97,2
1769,14,0
1770,14,0
1771,14,0
1772,55,1
1773,12,0
1774,13,0
1775,9,0
1776,15,0
1777,11,0
1778,13,0
1779,55,1
1780,97,2
1781,11,0
1782,13,0
1783,15,0
1784,54,1
1785,12,0
1786,13,0
1787,55,1
1788,55,1
1789,11,0
1790,57,1
1791,11,0
1792,12,0
1793,97,2
1794,12,0
1795,14,0
1796,56,1
1797,13,0
1798,54,1
1799,118,2
1800,97,2
1801,99,2
1802,99,2
1803,180,4
1804,98,2
1805,12,0
1806,13,0
1807,15,0
1808,12,0
1809,6,0
1810,57,1
1811,56,1
1812,10,0
1813,51,1
1814,97,2
1815,15,0
1816,97,2
1817,12,0
1818,14,0
1819,55,1
1820,56,1
1821,14,0
1822,14,0
1823,55,1
1824,12,0
1825,53,1
1826,13,0
1827,98,2
1828,98,2
1829,14,0
1830,13,0
1831,53,1
1832,15,0
1833,12,0
1834,55,1
1835,55,1
1836,13,0
1837,14,0
1838,13,0
1839,99,2
1840,55,1
1841,55,1
1842,13,0
1843,11,0
1844,15,0
1845,10,0
1846,12,0
1847,55,1
1848,97,2
1849,12,0
1850,12,0
1851,97,2
1852,12,0
1853,27,0
1854,12,0
1855,12,0
1856,98,2
1857,12,0
1858,11,0
1859,56,1
1860,57,1
1861,14,0
1862,98,2
1863,13,0
1864,56,1
1865,12,0
1866,99,2
1867,13,0
1868,53,1
1869,182,4
1870,56,1
1871,97,2
1872,56,1
1873,14,0
1874,12,0
1875,99,2
1876,12,0
1877,14,0
1878,13,0
1879,12,0
1880,13,0
1881,11,0
1882,9,0
1883,15,0
1884,20,0
1885,57,1
1886,57,1
1887,12,0
1888,14,0
1889,57,1
1890,13,0
1891,13,0
1892,14,0
1893,15,0
1894,53,1
1895,55,1
1896,140,3
1897,7,0
1898,13,0
1899,55,1
1900,55,1
1901,13,0
1902,12,0
1903,14,0
1904,57,1
1905,15,0
1906,98,2
1907,13,0
1908,14,0
1909,54,1
1910,55,1
1911,11,0
1912,11,0
1913,57,1
1914,141,3
1915,14,0
1916,52,1
1917,13,0
1918,15,0
1919,160,3
1920,11,0
1921,56,1
1922,10,0
1923,57,1
1924,53,1
1925,57,1
1926,56,1
1927,55,1
1928,57,1
1929,113,2
1930,11,0
1931,97,2
1932,12,0
1933,55,1
1934,98,2
1935,51,1
1936,55,1
1937,54,1
1938,97,2
1939,97,2
1940,98,2
1941,55,1
1942,163,3
1943,54,1
1944,13,0
1945,139,3
1946,7,0
1947,13,0
1948,12,0
1949,15,0
1950,56,1
1951,13,0
1952,182,4
1953,12,0
1954,14,0
1955,13,0
1956,12,0
1957,11,0
1958,12,0
1959,12,0
1960,14,0
1961,141,3
1962,55,1
1963,10,0
1964,10,0
1965,14,0
1966,161,3
1967,56,1
1968,53,1
1969,57,1
1970,11,0
1971,13,0
1972,13,0
1973,13,0
1974,55,1
1975,12,0
1976,10,0
1977,98,2
1978,53,1
1979,14,0
1980,12,0
1981,12,0
1982,12,0
1983,14,0
1984,15,0
1985,55,1
1986,56,1
1987,16,0
1988,18,0
1989,13,0
1990,14,0
1991,99,2
1992,12,0
1993,97,2
1994,14,0
1995,160,3
1996,56,1
1997,56,1
1998,12,0
1999,54,1
2000,13,0
2001,12,0
2002,57,1
2003,13,0
2004,96,2
2005,141,3
2006,18,0
2007,56,1
2008,14,0
2009,98,2
2010,14,0
2011,54,1
2012,55,1
2013,55,1
2014,99,2
2015,56,1
2016,11,0
2017,56,1
2018,13,0
2019,11,0
2020,55,1
2021,13,0
2022,12,0
2023,54,1
2024,55,1
2025,11,0
2026,12,0
2027,55,1
2028,13,0
2029,14,0
2030,14,0
2031,15,0
2032,53,1
2033,98,2
2034,185,4
2035,12,0
2036,12,0
2037,14,0
2038,14,0
2039,55,1
2040,16,0
2041,13,0
2042,14,0
2043,98,2
2044,13,0
2045,159,3
2046,14,0
2047,15,0
2048,320,3
2049,11,0
2050,11,0
2051,57,1
2052,14,0
2053,14,0
2054,14,0
2055,55,1
2056,13,0
2057,12,0
2058,13,0
2059,12,0
2060,14,0
2061,97,2
2062,53,1
2063,13,0
2064,100,2
2065,102,2
2066,98,2
2067,14,0
2068,11,0
2069,51,1
2070,98,2
2071,13,0
2072,57,1
2073,56,1
2074,13,0
2075,57,1
2076,12,0
2077,12,0
2078,13,0
2079,57,1
2080,13,0
2081,55,1
2082,13,0
2083,54,1
2084,55,1
2085,96,2
2086,15,0
2087,12,0
2088,11,0
2089,55,1
2090,12,0
2091,11,0
2092,14,0
2093,14,0
2094,15,0
2095,56,1
2096,9,0
2097,11,0
2098,11,0
2099,11,0
2100,55,1
2101,10,0
2102,14,0
2103,98,2
2104,56,1
2105,13,0
2106,11,0
2107,54,1
2108,12,0
2109,13,0
2110,55,1
2111,60,1
2112,14,0
2113,55,1
2114,12,0
2115,56,1
2116,55,1
2117,56,1
2118,13,0
2119,14,0
2120,14,0
2121,7,0
2122,13,0
2123,9,0
2124,99,2
2125,14,0
2126,55,1
2127,100,2
2128,12,0
2129,14,0
2130,55,1
2131,55,1
2132,9,0
2133,14,0
2134,14,0
2135,56,1
2136,13,0
2137,55,1
